,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,1.0,0.946,"franchise, store, sub, brother, tenant, golf_course, seller, rent, wholesaler, heritage","['credit', 'bread', 'story', 'yeo', 'week', 'month', 'evening', 'thank', 'thank', 'situation', 'risk', 'run', 'fear', 'wood', 'window', 'wood', 'figure', 'alright', 'heritage', 'building', 'probability', 'property', 'choose', 'wood', 'change', 'wood', 'steel', 'county', 'absence', 'landmark', 'example', 'issue', 'place', 'landmark', 'change', 'thing', 'talk', 'want', 'ballroom', 'foot', 'need', 'foot', 'water', 'figure', 'decision', 'idiot', 'preserve', 'building', 'resemblance', 'logic', 'paint', 'want', 'change', 'want', 'change', 'pink', 'year', 'advantage', 'color', 'look', 'advantage', 'force', 'change', 'change', 'couple', 'structure', 'property', 'barn', 'structure', 'color', 'barn', 'wood', 'wood', 'wood', 'guess', 'question', 'point', 'obligation', 'element', 'point', 'obligation', 'attorney', 'issue', 'transfer', 'lawyer', 'word', 'change', 'livelihood', 'deal', 'deal', 'client', 'reliance', 'word', 'line', 'product', 'customer', 'face', 'face', 'lawyer', 'face', 'face', 'buyer', 'seller', 'chance', 'work', 'job', 'broker', 'seller', 'client', 'price', 'buyer', 'broker', 'result', 'job', 'convince', 'side', 'nature', 'equation', 'fun', 'question', 'question', 'matter', 'property', 'management', 'company', 'company', 'company', 'year', 'construction', 'cost', 'couple', 'house', 'week', 'lawsuit', 'attorney', 'countersuit', 'management', 'company', 'end', 'month', 'thing', 'refinance', 'point', 'point', 'end', 'month', 'draw', 'plane', 'complaint', 'time', 'animal', 'attorney', 'summary', 'damage', 'vacancy', 'construction', 'cost', 'property', 'management', 'fee', 'leave', 'return', 'security', 'idea', 'trust', 'line', 'milestone', 'security', 'deposit', 'rent', 'lease', 'maintenance', 'property', 'entirety', 'number', 'heritage', 'building', 'property', 'course', 'number', 'heritage', 'building', 'building', 'repair', 'maintenance', 'heritage', 'building', 'circumstance', 'check', 'term', 'go', 'territory', 'figure', 'point', 'maintenance', 'superstructure', 'build', 'pay', 'issue', 'figure', 'cost', 'maintain', 'heritage', 'structure', 'lease', 'cost', 'improvement', 'tenant', 'worry', 'restriction', 'heritage', 'building', 'color', 'heritage', 'building', 'answer', 'choice', 'enforce', 'drawing', 'problem', 'road', 'dispute', 'loser', 'problem', 'result', 'specification', 'contractor', 'problem', 'contractor', 'money', 'figure', 'percentage', 'cost', 'construction', 'village', 'contract', 'fact', 'change', 'cost', 'fee', 'cost', 'construction', 'adjustment', 'fact', 'price', 'contract', 'course', 'lender', 'fund', 'loan', 'know', 'structure', 'contract', 'price', 'side', 'side', 'price', 'budget', 'problem', 'videotape', 'part', 'cost', 'business', 'help', 'change', 'price', 'cost', 'grip', 'tutor', 'part', 'right', 'according', 'margin', 'way', 'quality', 'project', 'place', 'order', 'margin', 'voice', 'settlement', 'result', 'saving', 'problem', 'negotiation', 'problem', 'construction', 'bid', 'help', 'negotiation', 'building', 'contract', 'living', 'construction', 'deal', 'side', 'side', 'makes_sense', 'year', 'ground_lease', 'project', 'part', 'negotiation', 'lease', 'rent', 'concession', 'lease', 'put', 'number', 'trigger', 'escalation', 'rent', 'course', 'environment', 'event', 'lease', 'year', 'year', 'lifetime', 'rule', 'year', 'year', 'option', 'option', 'option', 'year', 'cost', 'construction', 'year', 'year', 'ground_lease', 'year', 'year', 'question', 'owner', 'property', 'difference', 'option', 'option', 'price', 'option', 'exchange', 'concession', 'front', 'end', 'neighbor', 'community', 'meeting', 'thought', 'council', 'higher_density', 'product', 'negotiation', 'politician', 'politician', 'reason', 'situation', 'board', 'municipality', 'idea', 'piece', 'property', 'thing', 'bonus', 'municipality', 'build', 'park', 'playground', 'kid', 'area', 'density', 'publicity', 'look', 'part', 'player', 'place', 'dog', 'neighborhood', 'density', 'value', 'problem', 'build', 'accordance', 'code', 'regulation', 'change', 'zoning', 'house', 'acre', 'change', 'house', 'acre', 'idea', 'thing', 'think', 'date', 'stick', 'law', 'prohibit', 'segregation', 'decade', 'move', 'afoot', 'code', 'essence', 'form', 'segregation', 'barrier', 'property', 'tenant', 'segregation', 'name', 'play', 'role', 'order', 'thing', 'little_bit', 'thought', 'question', 'deal', 'contract', 'world', 'deal', 'situation', 'contract', 'word', 'deal', 'forget', 'contract', 'deal', 'situation', 'lawyer', 'contract', 'deposit', 'closing', 'date', 'deal', 'deposit', 'contract', 'closing', 'time', 'dispute', 'lawyer', 'contract', 'buyer', 'seller', 'want', 'seller', 'sell', 'lawyer', 'way', 'buyer', 'lawyer', 'deal', 'situation', 'lawyer', 'contract', 'title', 'show', 'deed', 'work', 'property', 'situation', 'technicality', 'year', 'lawyer', 'lawyer', 'business', 'lawyer', 'pregnancy', 'lawyer', 'year', 'amount', 'deal', 'wedding', 'get', 'contract', 'concern', 'advice', 'item', 'title_report', 'flexibility', 'time', 'title', 'title', 'company', 'life', 'place', 'wall', 'wall', 'fact', 'problem', 'pipe', 'change', 'price', 'lead', 'hazard', 'absence', 'hazard', 'way', 'client', 'mine', 'situation', 'building', 'inspector', 'site', 'decision', 'comply', 'overrule', 'inspector', 'tremendous_amount', 'cost', 'increase', 'situation', 'kind', 'situation', 'change', 'cost', 'budget', 'course', 'situation', 'course', 'solution', 'court', 'time', 'money', 'pressure', 'building', 'department', 'override', 'inspector', 'hold', 'inspector', 'item', 'area', 'construction', 'lot', 'money', 'city', 'pay', 'taxis', 'year', 'file', 'problem', 'question', 'question', 'community', 'suburb', 'subdivision', 'street', 'brand', 'school', 'member', 'density', 'city', 'today', 'density', 'way', 'product', 'city', 'city', 'councilor', 'subdivision', 'density', 'home', 'proposal', 'density', 'product', 'acre', 'street', 'density', 'townhouse', 'product', 'unit', 'acre', 'product', 'market', 'percentage', 'percentage', 'support', 'percentage', 'movie', 'refreshing', 'rent', 'point', 'figure', 'interest', 'revenue', 'revenue', 'cost', 'rent', 'case', 'case', 'budget', 'difference', 'rent', 'year', 'rent', 'year', 'rent', 'percentage', 'figure', 'offer', 'rent', 'number', 'effect', 'rent', 'look', 'credit', 'closing', 'credit', 'pay', 'money', 'hit', 'provision', 'wording', 'deal', 'point', 'pay', 'problem', 'landlord', 'property', 'negotiating', 'retrofit', 'deal', 'construction', 'renovation', 'period', 'time', 'expenditure', 'major', 'building', 'going', 'deal', 'one', 'stock', 'think', 'time', 'lot', 'discussion', 'practicality', 'sense', 'regulation', 'day', 'legislator', 'legislation', 'period', 'time', 'lot', 'discussion', 'industry', 'industry', 'money', 'politician', 'rubber', 'road', 'change', 'thing', 'change', 'filter', 'air', 'conditioning', 'system', 'type', 'vehicle', 'year', 'today', 'sound', 'lot', 'specialist', 'building', 'fire', 'alll', 'thing', 'building', 'code', 'makes_sense', 'makes_sense', 'mean', 'buffer', 'financial', 'change', 'cost', 'paper', 'proof', 'need', 'paper', 'number', 'time', 'trial', 'figure', 'jury', 'match', 'talk', 'generality', 'talk', 'attorney', 'attorney', 'number', 'idea', 'contingency', 'idea', 'number', 'complaint', 'claim', 'lot', 'zero', 'side', 'figure', 'trial', 'number', 'paper', 'summon', 'ploy', 'trial', 'judge', 'jury', 'ploy', 'thing', 'fact', 'number', 'honor', 'worry', 'trial', 'courthouse', 'case', 'court', 'question', 'update', 'issue', 'management', 'company', 'lawsuit', 'recoup', 'construction', 'cost', 'property', 'understand', 'point', 'lawyer', 'advice', 'tactic', 'use', 'refinance', 'figure', 'refinance', 'way', 'strategy', 'chronology', 'test', 'point', 'problem', 'order', 'strategy', 'gord', 'line', 'question', 'partner', 'condo', 'apartment', 'variety', 'use', 'street', 'church', 'site', 'rise', 'apartment', 'storey', 'property', 'assembly', 'strategy', 'approach', 'property', 'owner', 'contact', 'time', 'property', 'type', 'knowledge', 'question', 'owner', 'property', 'want', 'sell', 'opportunity', 'sell', 'world', 'today', 'time', 'cash', 'ollee', 'pc', 'mastermind', 'property', 'contract', 'rent', 'construction', 'problem', 'question', 'seller', 'point', 'deposit', 'negotiation', 'lease', 'situation', 'structure', 'percentage', 'chance', 'question', 'dive', 'lot', 'change', 'regulation', 'perspective', 'example', 'state', 'installation', 'gas', 'pipe', 'construction', 'prohibiting', 'gas', 'pipe', 'meter', 'installation', 'construction', 'gas', 'fossil', 'fuel', 'redevelopment', 'redesign', 'vac', 'system', 'situation', 'city', 'change', 'place', 'code', 'period', 'time', 'talk', 'change', 'construction', 'sound', 'royalty', 'end', 'escalation', 'rent', 'royalty', 'revenue', 'royalty', 'revenue', 'revenue', 'title', 'revenue', 'point', 'negotiation', 'care', 'gratuity', 'point', 'increase', 'rent', 'cover', 'number', 'figure', 'partner', 'percentage', 'discussion', 'negotiation', 'little_bit', 'lease', 'deposit', 'deposit', 'year', 'rent', 'deposit', 'deposit', 'security', 'deposit', 'term', 'repayment', 'security', 'deposit', 'performance', 'lease', 'structure', 'structure', 'dollar', 'dollar', 'tenant', 'improvement', 'kind', 'security', 'money', 'year', 'negotiation', 'value', 'time', 'value', 'time', 'security', 'rent', 'care', 'negotiation', 'situation', 'negotiation', 'point', 'exercise', 'option', 'security', 'house', 'zone', 'house', 'family', 'home', 'change', 'area', 'beauty', 'situation', 'period', 'time', 'law', 'start', 'zoning', 'change', 'acre', 'acre', 'way', 'question', 'question', 'contract', 'negotiation', 'package', 'property', 'seller', 'agent', 'custom', 'purchase', 'contract', 'attorney', 'contract', 'detail', 'agent', 'representing', 'side', 'seller', 'agent', 'attorney', 'purchase', 'contract', 'seller', 'lot', 'weasel', 'summary', 'comment', 'seller', 'attorney', 'purchase', 'sale', 'contract', 'agreement', 'seller', 'version', 'time', 'shoe', 'seller', 'contract', 'attorney', 'recommendation', 'way', 'attorney', 'contract', 'paragraph', 'concern', 'money', 'price', 'property', 'assemble', 'block', 'example', 'owner', 'owner', 'owner', 'piece', 'property', 'owner', 'way', 'difference', 'side', 'number', 'start', 'place', 'expansion', 'year', 'man', 'hub', 'city', 'lot', 'city', 'go', 'client', 'building', 'home', 'construction', 'mistake', 'scope', 'communication', 'wiring', 'project', 'project', 'scope', 'help', 'help', 'number', 'cost', 'saving', 'telephone', 'wire', 'cable', 'tv', 'wire', 'internet', 'wiring', 'today', 'reason', 'staff', 'network', 'system', 'card', 'cost', 'keypad', 'system', 'change', 'list', 'change', 'engineer', 'charge', 'item', 'price', 'contract', 'saving', 'letter', 'pay', 'cost', 'option', 'order', 'weapon', 'world', 'balance', 'purchase', 'price', 'deposit', 'fight', 'pot', 'industry', 'deposit', 'litigation', 'closing', 'comment', 'title', 'want', 'deal', 'point', 'purchase', 'contract', 'contract', 'document', 'document', 'one', 'drawer', 'document', 'hell', 'situation', 'litigation', 'party', 'trust', 'litigation', 'side', 'contract', 'deal', 'contract', 'contract', 'list', 'attachment', 'exhibit', 'form', 'deed', 'closing', 'care', 'care', 'title', 'insurance', 'business', 'property', 'change', 'change', 'thing', 'price', 'market', 'build', 'go', 'point', 'want', 'sight', 'sight', 'example', 'car', 'car', 'price', 'tag', 'go', 'automobile', 'car', 'price', 'share', 'incentive', 'bridge', 'gap', 'today', 'technology', 'difference', 'market', 'luxury', 'segment', 'market', 'price', 'product', 'development', 'technology', 'market', 'right', 'little_bit', 'world', 'housing', 'code', 'end', 'entry', 'level', 'difference', 'way', 'wood', 'building', 'steel', 'change', 'period', 'time', 'concern', 'impression', 'hair', 'hair', 'lifetime', 'change', 'brake', 'little_bit', 'build', 'conformity', 'law', 'crow', 'price', 'concept', 'time', 'check', 'lose', 'tear', 'rebuild', 'preserve', 'sense', 'question', 'tonight', 'tonight', 'date', 'month', 'question', 'conversation', 'lease', 'milestone', 'agreement', 'offer', 'milestone', 'payment', 'structure', 'milestone', 'profit', 'business', 'rent', 'responsibility', 'property', 'month', 'delay', 'grammar', 'owner', 'tenant', 'property', 'land', 'lease', 'restaurant', 'boutique', 'wedding', 'venue', 'delay', 'care', 'rent', 'offer', 'milestone', 'business', 'rent', 'premium', 'victor', 'violence', 'difference', 'percentage', 'feel', 'lot', 'world', 'negotiation', 'play', 'week', 'want', 'way', 'problem', 'rent', 'percentage', 'growth', 'hand', 'side', 'percentage', 'percentage', 'present', 'rent', 'addition', 'account', 'example', 'fact', 'rent', 'problem', 'year', 'game', 'property', 'percentage', 'landlord', 'tenant', 'factor', 'rent', 'percentage', 'cap', 'structure', 'nature', 'run', 'course', 'get', 'fix', 'time', 'way', 'owner', 'renovation', 'property', 'couple', 'year', 'barn', 'barn', 'barn', 'building', 'barn', 'barn', 'heat', 'kind', 'permission', 'landmark', 'area', 'face', 'way', 'face', 'point', 'municipality', 'trustee', 'heritage', 'force', 'claim', 'improvement', 'figure', 'improvement', 'dollar', 'improvement', 'boom', 'barn', 'beauty', 'change', 'brand', 'worry', 'neighbor', 'complaint', 'neighbor', 'guess', 'concern', 'signing', 'check', 'check', 'check', 'concept']"
1,1,0.0,0.9479,"restaurant, borrower, contingency, bank, moratorium, attention, election, beverage, lawsuit, retire","['contingency', 'contingency', 'contingency', 'analysis', 'basis', 'contingency', 'problem', 'basis', 'attorney', 'incentive', 'settlement', 'hour', 'rate', 'hour', 'distance', 'hour', 'variation', 'pay', 'hour', 'go', 'case', 'pan', 'number', 'dollar', 'attorney', 'number', 'dollar', 'idea', 'protect', 'hill', 'thought', 'pocket', 'lose', 'pocket', 'lose', 'gambling', 'tape', 'pocket', 'profit', 'case', 'settlement', 'court', 'case', 'analogy', 'automobile', 'accident', 'lawyer', 'point', 'money', 'figure', 'experience', 'trial', 'experience', 'decision', 'settlement', 'instance', 'automobile', 'accident', 'fact', 'asset', 'nope', 'purpose', 'judgment', 'cash', 'month', 'offer', 'cash', 'market', 'work', 'test', 'market', 'firm', 'offer', 'offer', 'talk', 'talk', 'future', 'table', 'offer', 'letter', 'intent', 'letter', 'today', 'offer', 'sense', 'mean', 'vet', 'offer', 'interest', 'point', 'letter', 'letter', 'intent', 'walk', 'hold', 'year', 'option', 'floor', 'story', 'bid', 'retainer', 'question', 'retainer', 'way', 'shape', 'contingency', 'percentage', 'percentage', 'return', 'number', 'settlement', 'alright', 'contingency', 'agreement', 'expense', 'fee', 'court', 'cash', 'expense', 'percentage', 'operation', 'profit', 'incentive', 'money', 'settlement', 'lot', 'transaction', 'accident', 'contingency', 'basis', 'hour', 'basis', 'percentage', 'number', 'settlement', 'settlement', 'range', 'renegotiation', 'give', 'event', 'minimum', 'goal', 'percentage', 'settlement', 'dollar', 'hour', 'ticket', 'sideline', 'lawyer', 'way', 'heart', 'attack', 'point', 'guy', 'timesheet', 'timesheet', 'argument', 'timesheet', 'basis', 'circumstance', 'contingency', 'basis', 'case', 'worthwhile', 'result', 'contingency', 'time', 'tendency', 'time', 'case', 'number', 'desert', 'percentage', 'price', 'amendment', 'contract', 'contract', 'seller', 'seller', 'property', 'profit', 'contract', 'seller', 'contract', 'property', 'seller', 'contract', 'contract', 'position', 'auto', 'loan', 'owner', 'amendment', 'kick', 'contract', 'owner', 'circumstance', 'period', 'time', 'seller', 'interloper', 'money', 'product', 'atmosphere', 'dozen', 'occasion', 'way', 'contract', 'contract', 'point', 'closing', 'date', 'drop', 'deposit', 'closing', 'property', 'point', 'contract', 'put', 'money', 'money', 'closing', 'give', 'letter', 'letter', 'bank', 'letter', 'drop', 'property', 'property', 'month', 'month', 'point', 'property', 'deposit', 'profit', 'good', 'partner', 'question', 'advice', 'question', 'question', 'project', 'baseball', 'analogy', 'stream', 'land', 'development', 'project', 'state', 'subdivision', 'single', 'project', 'risk', 'project', 'compensation', 'risk', 'balance', 'business', 'balance', 'home', 'run', 'project', 'single', 'account', 'answer', 'question', 'money', 'lose', 'time', 'time', 'suggestion', 'basket', 'property', 'risk', 'manage', 'diversification', 'money', 'money', 'advantage', 'house', 'school', 'project', 'control', 'period', 'time', 'project', 'project', 'time', 'money', 'factor', 'time', 'element', 'control', 'time', 'element', 'need', 'marketplace', 'city', 'talk', 'answer', 'question', 'money', 'lose', 'example', 'trump', 'building', 'condominium', 'high_rise', 'condominium', 'point', 'condo', 'purchase', 'person', 'deposit', 'alright', 'course', 'building', 'year', 'market', 'cargo', 'tank', 'deposit', 'sell', 'unit', 'value', 'tonight', 'figure', 'property', 'want', 'sell', 'brightening', 'price', 'problem', 'circumstance', 'year', 'period', 'home', 'run', 'way', 'market', 'ship', 'tobacco', 'advice', 'suggestion', 'diversification', 'project', 'decide', 'want', 'mix', 'project', 'money', 'afford', 'risk', 'lose', 'lose', 'chance', 'area', 'amenity', 'airport', 'city', 'fact', 'example', 'spot', 'stretch', 'hour', 'hour', 'world', 'suburb', 'city', 'hour', 'land', 'land', 'demand', 'area', 'island', 'number', 'part', 'variability', 'course', 'area', 'day', 'hour', 'half', 'drill', 'year', 'day', 'island', 'railroad', 'railroad', 'day', 'minute', 'car', 'transportation', 'background', 'invest', 'want', 'money', 'market', 'project', 'lot', 'variable', 'ranch', 'project', 'area', 'area', 'way', 'beauty', 'lot', 'money', 'know', 'amount', 'investigation', 'money', 'area', 'center', 'point', 'price', 'look', 'day', 'return', 'return', 'capital', 'make', 'cap', 'rate', 'half', 'percent', 'cap_rate', 'point', 'figure', 'income', 'property', 'dollar', 'income', 'return', 'return', 'air', 'rent', 'usage', 'property', 'user', 'area', 'area', 'planning', 'question', 'rate', 'supply', 'commercial', 'love', 'development', 'project', 'hold', 'cash_flow', 'business', 'vendor', 'circuit', 'benefit', 'time', 'change', 'difference', 'basis', 'income', 'storey', 'think', 'right', 'talking', 'business', 'building', 'home', 'garbage', 'building', 'storey', 'piece', 'land', 'building', 'time', 'time', 'year', 'year', 'property', 'investment', 'figure', 'lifecycle', 'figure', 'time', 'time', 'end', 'lifecycle', 'tracking', 'track', 'expense', 'market', 'period', 'top', 'work', 'way', 'money', 'year', 'money', 'half', 'ride', 'cycle', 'ride', 'cycle', 'value', 'area', 'population', 'job', 'pressure', 'point', 'think', 'value', 'suburb', 'area', 'value', 'city', 'area', 'transition', 'city', 'lot', 'problem', 'city', 'protest', 'world', 'situation', 'stability', 'city', 'change', 'area', 'area', 'buyer', 'house', 'house', 'market', 'price', 'month', 'broker', 'way', 'market', 'bidder', 'price', 'municipality', 'boy', 'blue', 'politician', 'variance', 'corner', 'appreciate', 'perspective', 'know', 'guy', 'obligation', 'buyer', 'defect', 'buyer', 'figure', 'buyer', 'lawyer', 'site', 'think', 'detail', 'house', 'house', 'way', 'footprint', 'alright', 'question', 'lot', 'line', 'house', 'lot', 'line', 'tear', 'zoning', 'footprint', 'town', 'zoning', 'mean', 'reduction', 'property', 'course', 'price', 'house', 'broker', 'seller', 'price', 'real_estate', 'period', 'time', 'land', 'building', 'economy', 'economy', 'inflation', 'point', 'pay', 'gasoline', 'pay', 'pay', 'house', 'income', 'business', 'price', 'cycle', 'economy', 'guarantee', 'need', 'housing', 'area', 'housing', 'money', 'factor', 'bank', 'bank', 'right', 'money', 'point', 'bond', 'year', 'bond', 'spend', 'year', 'mean', 'place', 'money', 'loan', 'loan', 'truth', 'developer', 'ability', 'money', 'bank', 'trust', 'developer', 'right', 'kind', 'know', 'mark', 'concern', 'time', 'time', 'sell', 'time', 'courage', 'conviction', 'market', 'market', 'product', 'cost', 'market', 'project', 'year', 'hope', 'year', 'finish', 'month', 'year', 'risk', 'formula', 'market', 'cycle', 'point', 'way', 'market', 'cyclist', 'client', 'price', 'piece', 'property', 'price', 'trump', 'trump', 'build', 'land', 'trump', 'give', 'store', 'point', 'piece', 'work', 'question', 'pay', 'take', 'market', 'market', 'way', 'market', 'sign', 'contract', 'dollar', 'market', 'period', 'time', 'contract', 'month', 'deposit', 'tie', 'period', 'time', 'extension', 'option', 'money', 'fine', 'story', 'story', 'money', 'ride', 'money', 'time', 'partner', 'money', 'property', 'contract', 'contract', 'work', 'way', 'beauty', 'backing', 'market', 'point', 'client', 'contract', 'fella', 'deposit', 'want', 'dollar', 'fact', 'marketplace', 'dollar', 'dollar', 'thank', 'lot', 'lot', 'way', 'key', 'letter', 'letter', 'start', 'point', 'start', 'letter', 'intent', 'party', 'letter', 'intent', 'sign', 'make', 'letter', 'intent', 'right', 'draft', 'letter', 'intent', 'transaction', 'letter', 'intent', 'attorney', 'letter', 'intent', 'use', 'get', 'basis', 'contract', 'situation', 'market', 'straw', 'man', 'buyer', 'market', 'angle', 'point', 'buy', 'note', 'sign', 'contract', 'give', 'deposit', 'pick', 'number', 'buy', 'year', 'marketplace', 'offer', 'price', 'mean', 'price', 'think', 'question', 'theme', 'tonight', 'situation', 'development', 'parcel', 'bidding', 'war', 'property', 'bidder', 'property', 'density', 'calculation', 'parcel', 'sell', 'contract', 'price', 'trouble', 'purchase', 'contract', 'planning', 'commission', 'variability', 'density', 'risk', 'answer', 'end', 'contingency', 'period', 'need', 'contract', 'kind', 'renegotiation', 'share', 'risk', 'bitter', 'agreement', 'sell', 'contract', 'factor', 'consideration', 'contract', 'doubt', 'mind', 'mastermind', 'property', 'contract', 'point', 'pay', 'buy', 'contingency', 'market', 'area', 'settlement', 'money', 'question', 'land', 'sell', 'attorney', 'dollar', 'deposit', 'couple', 'minute', 'vaccine', 'reaction', 'good', 'water', 'tonight', 'talk', 'little_bit', 'market', 'cycle', 'market', 'cycle', 'part', 'market', 'feeling', 'point', 'end', 'event', 'cause', 'market', 'condition', 'seller', 'market', 'price', 'back', 'condition', 'today', 'course', 'benefit', 'hindsight', 'cause', 'calamity', 'case', 'market', 'cycle', 'sign', 'market', 'condition', 'end', 'sight', 'side', 'economy', 'area', 'property', 'building', 'growth', 'factor', 'product', 'business', 'business', 'area', 'area', 'stimulus', 'government', 'factor', 'consideration', 'day', 'market', 'run', 'cycle', 'cycle', 'cycle', 'money', 'investor', 'syndicator', 'money', 'bank', 'source', 'fund', 'figure', 'watch', 'view', 'career', 'good', 'apologize', 'background', 'problem', 'timeship', 'problem', 'construction', 'background', 'apologize', 'attorney', 'sue', 'management', 'company', 'year', 'damage', 'attorney', 'attorney', 'contingency', 'figure', 'number', 'change', 'work', 'contingency', 'amount', 'firm', 'case', 'case', 'car', 'salesman', 'car', 'incentive', 'opinion', 'attorney', 'fee', 'way', 'trial', 'settle', 'attorney', 'asset', 'search', 'defendant', 'property', 'manager', 'investor', 'property', 'manager', 'lot', 'attorney', 'matter', 'shoe', 'attorney', 'work', 'contingency', 'clicker', 'question', 'question', 'contingency', 'basis', 'rate', 'rate', 'point', 'profit', 'think', 'time', 'effort', 'change', 'horse', 'midstream', 'concept', 'retainer', 'agreement', 'time', 'member', 'question', 'thank', 'question', 'today', 'purchase', 'property', 'development', 'value', 'value', 'hold', 'development', 'value', 'practise', 'value', 'piece', 'question', 'cap', 'rate', 'garage', 'place', 'situation', 'assume', 'rent', 'rent', 'value', 'cap', 'rate', 'worth', 'day', 'incentive', 'part', 'contract', 'check', 'type', 'variation', 'lot', 'lot', 'occasion', 'contract', 'contract', 'course', 'party', 'ownership', 'apple', 'contract', 'contract', 'contract', 'premium', 'selling', 'contract', 'point', 'way', 'standpoint', 'negotiation', 'middleman', 'leverage', 'part', 'negotiation', 'leverage', 'fact', 'premium', 'dollar', 'line', 'contract', 'dollar', 'way', 'dollar', 'sign', 'contract', 'dollar', 'transaction', 'combination', 'contract', 'avoid', 'shot', 'day', 'day', 'sign', 'contract', 'risk', 'question', 'guy', 'friend', 'market', 'market', 'number', 'sense', 'building', 'negotiate', 'property', 'market', 'good', 'property', 'market', 'money', 'money', 'property', 'tomorrow', 'buy', 'button', 'contract', 'deposit', 'price', 'buy', 'price', 'contract', 'lose', 'deposit', 'tie', 'fact', 'sign', 'contract', 'answer', 'market', 'party', 'way', 'talk', 'pay', 'want', 'contract', 'want', 'talk', 'offer', 'fine', 'radio', 'station', 'radio', 'station', 'time', 'guy', 'cash', 'radio', 'station', 'day', 'piece', 'price', 'store', 'area', 'key', 'location', 'location', 'location', 'cost', 'chance', 'location', 'price', 'area', 'area', 'area', 'story', 'show', 'formula', 'economist', 'figure', 'shift', 'birth', 'rate', 'sustain', 'population', 'example', 'today', 'property', 'property', 'value', 'part', 'project', 'time', 'time', 'find', 'objectionable', 'transaction', 'tendency', 'market', 'market', 'family', 'house', 'block', 'area', 'feeling', 'investment', 'building', 'permit', 'indication', 'reality', 'idea', 'mean', 'example', 'price', 'house', 'room', 'room', 'room', 'part', 'land', 'statistic', 'look', 'look', 'market', 'housing', 'price', 'word', 'guarantee', 'project', 'building', 'planning', 'package', 'exit', 'strategy', 'key', 'transaction', 'life', 'life', 'lawyer', 'want', 'business', 'service', 'hour', 'rate', 'head', 'hour', 'associate', 'start', 'rate', 'tintin', 'talk', 'text', 'dollar', 'settlement', 'louise', 'job', 'fact', 'retainer', 'guarantee', 'limit', 'time', 'share', 'tear', 'tear', 'money', 'pay', 'expense', 'court', 'court', 'fee', 'examination', 'review', 'top', 'pay', 'percentage', 'excellent', 'luck', 'punitive_damage', 'emphasis', 'punitive_damage', 'court', 'settlement', 'statement', 'gold', 'course', 'point', 'judge', 'jury', 'jury', 'case', 'course', 'many_time', 'jury', 'question', 'property', 'acre', 'market', 'estate', 'sale', 'property', 'zoning', 'rule', 'derelict', 'house', 'issue', 'land', 'property', 'cut', 'property', 'property', 'enlarge', 'property', 'piece', 'property', 'access', 'septic', 'issue', 'value', 'agent', 'agent', 'issue', 'property', 'agent', 'duty', 'defect', 'rose', 'point', 'piece', 'land', 'sit', 'parking', 'lot', 'care', 'value', 'value', 'house', 'size', 'variance', 'matter', 'point', 'city', 'yo', 'love', 'line', 'difference', 'difference', 'plot', 'foot', 'municipality', 'land', 'build', 'get', 'taxis', 'get', 'amount', 'taxis', 'land', 'foot', 'foot', 'water', 'house', 'site', 'lock', 'line', 'foot', 'foot', 'foot', 'foot', 'land', 'buildable', 'form', 'drag', 'management', 'company', 'asset', 'management', 'company', 'insurance', 'malpractice', 'point', 'pony', 'money', 'situation', 'liability', 'policy', 'expense', 'proceed', 'forget', 'dollar', 'win', 'gambling', 'obligation', 'want', 'want', 'problem', 'protection', 'management', 'company', 'practice', 'action', 'examination', 'trial', 'information', 'insurance', 'insurance', 'copy', 'policy', 'amount', 'amount', 'take', 'fee', 'number', 'rest', 'answer', 'question', 'gold', 'follow', 'position', 'contingency', 'contract', 'retainer', 'suggestion', 'attorney', 'face', 'face', 'matter', 'case', 'loser', 'draw', 'dollar', 'gamble', 'pay', 'win', 'amount', 'get', 'amount', 'top', 'number', 'case', 'idea', 'basis', 'lawyer']"
